Quality	#1 ID	#2 ID	#1 String	#2 String
1	1449289	1449185	prime minister abbas facing new opportunity today better future people israeli prime minister ariel sharon said tuesday meeting	prime minister abbas facing new opportunity today better future people mr sharon said
1	2348638	2348556	random testing security procedure also take place	security assessment facility take place every three year
1	2876839	2876840	two official initially said 300 worker arrested 61 store 21 state	official later revised number said 250 arrested 60 store
0	1853164	1854204	really left u smile face last word daughter linda hope said	really left u smile face last word gave u kiss said
1	2320654	2320666	midwestern research center focus development diagnostic therapeutic vaccine product anthrax botulism tularemia hemorrhagic fever virus plague	midwestern center focus diagnosis treatment vaccine anthrax botulism tularemia hemorrhagic fever virus plague
1	1057876	1057778	hearing determine whether enough evidence order akbar general courtmartial proceeding	purpose hearing determine whether akbar courtmartialled
0	2116843	2116883	united state heart attack kill 460000 year canada 80000	united state heart attack kill 460000 yearly according national institute health
1	672378	672334	frequently happens company making major acquisition peoplesofts share dropped yesterday trading decreasing 142 close 1497	frequently happens company making major acquisition peoplesofts share dropped monday trading decreasing 87 cent 1552 nasdaq stock market
1	2529227	2529209	400 taken custody charged manufacturing distributing child pornography internet	largest number arrest 400 charge manufacturing distributing child pornography internet
1	1461629	1461781	ninetyfive percent international cargo united state carried ship	ship carry 95 percent international cargo united state
0	2413963	2414227	im disgusted physically sick stomach said brent newbury president rockland county patrolman benevolent association	whole thing travesty fumed brent newbury president rockland county patrolman benevolent association
1	1149132	1149205	one republican sent flier week citing 38percent increase sp 500 stock index since passage tax cut may	one republican flier cited 38 percent increase sp 500 stock index since passage tax cut may
1	748158	748178	pg official later concluded better approach split contract avoid reliance one contractor	pg official decided would wiser split contract avoid reliance sole contractor
1	2251604	2251573	nbc proposal vivendi would merge u film tv business nbcs broadcast network spanishlanguage network cable channel including cnbc bravo	deal general electric nbc vivendis film tv business would merge nbcs broadcast network spanish language network cable channel including cnbc bravo
0	374015	374162	major victory maine major victory state	maine program could model state
1	1635934	1636048	belgium said saturday decided scrap controversial war crime law seen case launched president bush israeli prime minister ariel sharon	belgium said yesterday decided scrap war crime law used launch case president bush prime minister ariel sharon israel
1	1575335	1575408	comment extremely inappropriate decision easy one msnbc spokesman jeremy gaines said	savage made extremely inappropriate comment decision cancel program difficult msnbc spokesman jeremy gaines said
1	2927587	2927329	already impact china move sending ripple region	already china move sending ripple region
1	218945	218868	also management job three space center named director stennis	parson held engineering management position three space center named director stennis center last august
1	2493369	2493428	news oil producer lowering output starting november exacerbated selloff already way wall street	news organization petroleum exporting country lowering output starting november exacerbated stock selloff already way yesterday
1	3125139	3124927	chichi agreed keep restaurant closed jan 2 two month voluntarily closed following initial report disease	chichi agreed keep restaurant closed jan 2 two month voluntarily closed disease first reported
1	1071500	1071443	commerce ruling tuesday impose 4471 percent tariff dynamic random access memory semiconductor dram made hynix semiconductor inc	commerce department imposed 4471 percent tariff dynamic random access memory semiconductor dram made hynix semiconductor inc
0	1195661	1195775	u center disease control prevention gathering information suspect case	nationally federal center disease control prevention recorded 4156 case west nile including 284 death
1	490355	490378	note several week rally upbeat earnings investor looking stronger evidence recovery sending stock higher	several week market rally upbeat earnings many investor looking concrete sign economic recovery
1	1723513	1723286	share mattel 13 cent 1972 new york stock exchange	mattel share 15 percent early afternoon trading new york stock exchange
0	3181243	3181212	declared dead 6 pm brookdale university hospital medical center	shooting victim rushed brookdale university hospital medical center died short time later
0	2578398	2578422	term format dvd music took legitimate online music broadened reach ifpi said	dvd music took accounting five percent sale legitimate online music broadened reach
1	2829195	2829246	malvo brought courtroom two minute monday witness could identify	malvo courtroom two minute yesterday allow prosecution witness identify
0	2440474	2440558	cover 300000 uaw worker 500000 retiree spouse	gm world largest automaker 115000 active uaw worker 340000 retiree spouse
1	2458876	2459076	hospital staying guarded dozen undercover police military intelligence officer	hospital guarded dozen undercover police military intelligence officer said official
0	690423	690225	threejudge panel 11th u circuit court appeal ruled late friday small size limited use secular purpose make image legitimate	threejudge panel 8th u circuit court appeal st louis overturned ruling issued last year supported ordinance
1	2467984	2467944	interview healey criminologist acknowledged much sentiment among legislator across country wariness toward capital punishment	interview m healey criminologist said many lawmaker across country shared wariness toward capital punishment
0	2152411	2152008	today columbia accident investigation board issue finding caused accident	columbia accident investigation board placed blame accident squarely nasa
0	507752	507554	im aware change policy contact continue	policy wellknown im aware change policy
1	2565169	2565078	telemarketers call listed number could face fcc fine 120000	telemarketers call number list oct 1 could face fine 11000 per call
1	781894	781633	compensation committee prohibit security industry director sitting	exchange also said fiveperson compensation committee consist director outside security industry
1	283607	283690	immediately blast people portraying 150 victim stumbled amid wreckage emergency vehicle converged scene	immediately small explosion people portraying victim stumbled amid wreckage fire truck emergency vehicle converged
1	2204002	2204069	think seminal moment agency history mr okeefe said	think seminal moment history agency said
1	2532994	2532909	british police claim taking statement 30 woman	british military police also taking statement 30 woman made allegation
1	82938	83014	group investor want start tv network aimed estimated 8 million muslim living united state	group investor said friday want start television network aimed interest estimated 8 million muslim living united state
1	2933868	2933701	said early december immigration inspector hartsfield able match fingerprint federal government computerized watch list	early december immigration inspector hartsfield able match fingerprint federal government computerized watch list williams said
0	572581	572736	derrick todd lee helped plane baton rouge wednesday	derrick todd lee 34 shown photo released police baton rouge monday
1	2128403	2128443	also said rule make nation electrical system reliable highprofile issue last week massive power blackout	also said rule improve reliability nation electrical system needed last week massive power blackout
1	2784756	2784682	sanchez de lozada promised referendum controversial gas project reform free market energy law constitutional reform	sanchez de lozada promised referendum gas project reform energy law constitutional change
1	3347012	3347199	yesterday honor given firefighter thomas c brick died last tuesday battling fire upper manhattan warehouse	honor brick died tuesday battling fouralarm blaze upper manhattan warehouse
1	550074	550082	settlement tyrer agreed pay us106 million allegedly illgotten trading profit us342195 interest sec said	settle charge mr tyrer agreed surrender 106 million trading profit 342195 interest
1	1787563	1787470	agency said would release name 17yearold involved minor	agency said plan release name teenager involved minor
0	297503	297732	also expected visit yemen bahrain tour region	khatami arrived beirut monday also visit syria yemen bahrain
0	312392	312450	opposition bill come environmentalist miccosukee tribe scientist member congress	besides federal judge criticism mounted environmentalist miccosukee tribe scientist congressional leader
0	2328134	2328113	shooting hoffine fled nearby home friend allowed daughter leave	hoffine drove home friend told done allowing woman daughter leave hurley said
0	1906198	1906345	gave surprisingly impassioned speech united steelworker america announced endorsement yesterday	tuesday picked endorsement united steelworker america
1	582748	582674	merrill neither admitted denied wrongdoing accord	merrill lynch admit wrongdoing accord
1	666189	666235	mr marshall demonstrated preference result rhetoric preparing civil right act	marshall demonstrated preference result rhetoric preparing civil right act passed november 1964
1	3236257	3236303	ftc judge set render decision dec 18 viewed final chapter longstanding legal saga thats dragged year	ftc decision viewed final leg longstanding legal saga dragged year
0	557353	557232	lawmaker departing wednesday expected arrive pyongyang friday	lawmaker expected arrive pyongyang friday leave sunday south korea
1	3394863	3394664	authority said body man woman recovered friday camping ground nearby devore wall mud destroyed 32 caravan	two body recovered friday campground nearby devore wall mud destroyed 32 trailer
1	2009317	2009591	democrat currently hold 1715 advantage state congressional delegation	texas congressional delegation 1715 democratic
0	1927835	1927803	said 250 person living near disaster site asleep cloudburst took place late thursday evening	250 person living near disaster site asleep cloudburst took place second incident three week
1	2363561	2363551	award announced today albert mary lasker foundation	prize albert mary lasker foundation awarded friday new york
1	2343043	2342960	according survey last year identity theft loss business financial institution totaled nearly 48 billion consumer victim reported 5 billion outofpocket expense	identity theft cost business financial institution nearly 48 billion consumer victim reported 5 billion outofpocket expense last year according ftc
1	2511405	2511384	company also became synonymous ethical business practice	levi became known ethical business practice
1	2238966	2239003	peterson 27 eight month pregnant disappeared day christmas	peterson almost eight month pregnant reported missing
1	1941671	1941684	present fcc request personal identifying information prior allowing access wireless network	fcc said wont request personal identifying information allowing people access wireless network
1	261723	261954	u tuesday assembled coalition dozen country launch world trade organisation case european union ban new genetically modified crop	u tuesday filed longanticipated case world trade organisation aimed forcing european union lift de facto moratorium genetically modified food
1	3065846	3065703	federal appeal court yesterday reinstated perjury charge san diego student accused lying association 911 hijacker	u appeal court new york reinstated perjury charge grossmont college student accused lying knowledge two sept 11 hijacker
1	597385	596832	kerr three championship chicago bull 90 one spur 1999 finished 12 point 3 assist 2 rebound	kerr three nba title chicago one spur 1999 finished 12 point three assist two rebound
0	1478072	1477994	rating agency also downgrade u	two national rating agency waiting take action
1	1245664	1245881	another million barrel bought spanish refiner cepsa sa loaded onto spanish tanker sandra tapias	spanish tanker sandra tapias loaded another million barrel bought spanish refiner cepsa sa afternoon
0	1431345	1431763	caused stir misnaming mayor miami manny diaz	greeted mayor miami manny diaz alex
1	1051647	1051745	lloyd tsb confirmed tuesday considering option sale national bank new zealand subsidiary	lloyd tsb yesterday confirmed received bid national bank new zealand operation
1	2691044	2691264	economist expected dire report many anticipating fifth month job loss six month	economist expecting far dire report many expecting see fifth month job loss six month september
1	2343280	2343315	reading august july best seen since survey began august 1997	highest reading since index created august 1997
1	3001417	3001446	former u rep frank mccloskey 64 died afternoon home long battle bladder cancer	mccloskey died sunday afternoon home yearlong battle bladder cancer
1	1091308	1091292	instead bond bull focus fact fed done nothing dispel market expectation easing either speech press	still bond bull take comfort fact fed done nothing dispel market expectation easing either speech press
1	114363	114587	also drove run groundout franklin fifth	drove another run fifth inning groundout
1	356757	356716	series raid moroccan police arrested 33 suspect saturday including linked radical djihad salafist group senior official said	moroccan police arrested 33 suspect including linked radical djihad salafist group government official said
1	2697641	2697724	novelist michael peterson convicted friday murdering wife whose body found pool blood bottom staircase home	jury convicted novelist michael peterson friday bludgeoning wife five year stairwell home
0	2797312	2797224	president bush saturday became first american president address joint session philippine national congress since dwight eisenhower 1960	success requires american assistance bush said first speech joint session philippine congress u president since dwight eisenhower 1960
1	98413	98644	allied force overthrown government moved saddam hussein palace started patrol street capital	allied force defeated saddam military moved palace started patrol baghdad
1	1632002	1631786	went operation free father dadollah bijani said	went operation free reuters quoted father mr dadollah bijani saying
1	222989	223008	yield 3 58 percent february 2013 note dropped 2 basis point 366 percent	yield 3 percent note maturing 2008 fell 22 basis point 261 percent
1	2862391	2862245	imagine someone fucking brain klebold said	imagine one said bullet would someone brain
1	2464233	2464268	approximately 60 per cent national advertiser yet advertise spanish said	approximately 60 percent national advertiser yet advertise spanish
1	201901	201831	previously seen grinning mechanic east java television	mr hughes seen amrozis face television infamous image grinning mechanic east java
1	3214661	3214345	part agreement extradite two best friend canada prosecutor agreed seek death penalty	part 2001 agreement extradite canada prosecutor agreed seek death penalty
1	3434600	3434628	mysql ab tuesday announced ported opensource database hpux operating system 64bit intel itanium 2 processor	company updated mysql 40 software ability run hpux 11i unix operating system linux server equipped intels 64bit itanium 2 processor
0	698947	698931	technologylaced nasdaq composite index ixic edged 284 point 018 percent 159359	broader standard poor 500 index spx added 114 point 012 percent 96814
1	2924601	2924957	question penetrated 38 visit 2 year rescue child slow torture starvation	question penetrated 38 visit two year rescue child slow torture starvation ryan said interview
1	299230	299131	cindy cohn legal director electronic frontier foundation said portion dmca give much leeway copyright holder	cindy cohn legal director electronic frontier foundation said monday section 512 hand much power copyright holder
1	1771134	1771094	s3c2440 cpu support major operating system including microsoft window cepocket pc palm o symbian linux	support window ce palm symbian linux operating system
1	2265273	2265154	transaction expand revenue callebauts consumer product business 45 percent total sale 23 percent	transaction expand callebauts sale revenue consumer product business 45 percent 23 percent
1	3167210	3167144	meanwhile law enforcement official palm beach county fla limbaugh owns 24 million mansion said drug use investigation	law enforcement source palm beach county limbaugh owns 24 million oceanfront mansion said last week limbaughs drug use still investigation
1	1530576	1530531	state rep ron wilson dhouston joined committee republican voting map	state rep ron wilson houston democrat joined nine republican approving bill saturday
1	2690103	2690016	state unemployment last month stood 64 percent revised 67 percent august	statewide unemployment rate fell 64 percent revised 67 percent august
0	2776997	2776959	three chain replaced 70000 striking worker temporary employee keep store open	supermarket chain used manager replacement worker keep store open often reduced hour
1	2833095	2833505	government worker trapped burning downtown office tower frantically dialed 911 tried make way smokefilled staircase hallway official said	people trapped burning highrise building chicago loop business district frantically dialed 911 help escaping smokefilled staircase hallway official said
0	196097	195724	distance two chamber eventual conference house senate tax writer promise intense possibly rocky	eventual conference house senate tax writer promise intense possibly rocky even though principal republican
1	2874983	2874972	groundbreaking contribution commercialize technology create job improve productivity stimulate nation growth development	groundbreaking contribution commercialise technology create job improve productivity stimulate nation growth development said
0	1589051	1588829	oak brook ilbased mcdonalds expected launch several hundred restaurant year end	company goal offer wireless service several hundred restaurant year end
1	1831453	1831491	software license revenue measure financial analyst watch closely decreased 21 percent 1076 million	license sale key measure demand fell 21 percent 1076 million
1	2359415	2359452	dividend company second calendar year payable nov 7 shareholder record close business oct 17	statement microsoft said dividend payable nov 7 shareholder record oct 17
0	1757141	1756840	mr hampton living residence aid patient beth israel hospital	hampton 39 died beth israel hospital tipograph said
0	1567124	1567171	already suffering nation worst credit rating state operating first time completely borrowed money	davis administration say state operating first time completely borrowed money
1	713224	713249	testing swimsuit state police lab private lab virginia yet able determine whether belonged bish conte said	testing massachusetts state police lab private virginia lab able determine whether swimsuit belonged bish conte said yesterday
1	430913	430721	final tax bill dividend capital gain would taxed 15 per cent end 2008	compromise dividend capital gain would taxed 15 percent 2008
1	1499006	1499172	grassy field asphalt island topped atm sit orville wright developed split airplane wing tinkered car even built toy	orville wright laboratory developed split airplane wing tinkered car even built toy
0	1640087	1639841	share ge slipping 17 cent 06 2802 instinet premarket trading	share ge 7 cent 2812 close trading new york
1	2380695	2380822	king brandname writer master horror story ebook pioneer receiving year medal distinguished contribution american letter	stephen king master horror story ebook pioneer receiving year medal distinguished contribution american letter national book foundation
1	813531	813243	presiding bishop episcopal church frank griswold iii declined spokesman comment development saturday	presiding bishop episcopal church frank griswold declined comment saturday development
1	3050741	3050597	iacs stock closed yesterday 281 76 percent 3419	interactivecorps share closed 3419 281 76 percent nasdaq stock market
1	2049268	2049336	memory also live bloody debacle somalia 10 year ago last major u military involvement africa	memory also live bloody debacle somalia decade ago last major u military involvement africa
1	2303745	2303559	face 10 year prison 250000 fine convicted	convicted parson face 10 year federal prison fine 250000
0	2332152	2332298	5 pm edt henri maximum sustained wind near 50 mph gust reaching 60 mph	8 pm friday henri becoming disorganized still maximum sustained wind near 50 mph stronger gust
0	200007	199991	huge black eye said publisher arthur ochs sulzberger jr whose family controlled paper since 1896	huge black eye arthur sulzberger newspaper publisher said scandal
1	735679	735698	industry working fda get firm answer speculation told reuters health	company working fda academic try get firm answer speculation jarman said
1	1143990	1144182	would first time texas history comptroller certified budget	strayhorn said first time texas history comptroller certified appropriation act
0	1480772	1481197	sale ford fell 01 percent sale daimlerchrysler rose 7 percent	truck sale world 2 automaker dropped 41 percent car sale dropped 137 percent
1	2291870	2292062	rate survival without serious brain damage 10 per cent said dr leo bossaert executive director european resuscitation council	rate survival without serious brain damage 10 percent said bossaert professor university hospital antwerp belgium
1	2577517	2577531	denverbased natural gas producer marketer said inaccurate reporting discovered received subpoena u commodity future trading commission	natural gas producer marketer said inaccurate reporting discovered response subpoena u commodity future trading commission cftc
0	3444261	3444335	great train robber ronnie biggs fighting life last night massive heart attack	great train robber ronnie biggs back jail tonight treated hospital pneumonia
1	3267026	3266930	steel tariff u president imposed march 2002 officially end midnight instead march 2005 initially planned	u steel tariff bush imposed march 2002 officially end midnight thursday 0500 gmt instead march 2005 initially planned
1	2288200	2288297	russian saudi official monday signed fiveyear agreement cooperation oil gas sector	talk russian saudi energy minister signed fiveyear agreement cooperation oil gas industry
0	1910368	1910629	judge stayed injunction rim would prevented selling blackberry device service united state	ntp also said would seek injunction preventing rim selling blackberry united state
1	684554	684840	imam samudra 32 accused field commander october 12 attack killed 202 people mostly tourist	imam samudra charged playing key role planning execution oct 12 attack killed 202 people mostly foreign tourist
1	119089	119131	latest movement continuing trend towards open source support business application	latest movement continuing trend toward opensource support among business application vendor
1	3153729	3153788	dusenberys fiancee jessica wheat said considering settling fort campbell making army career	jessica wheat said dusenbery planning marry said dusenbery considering settling fort campbell making army career
1	126723	126748	jack ferry company spokesman said search progress would comment status	company spokesman jack ferry said search ongoing declined comment status
0	919945	919979	three federal reserve speaker fed anecdotal summary u economic condition could help firm expectation	1800 gmt federal reserve issue beige book summary u economic condition
0	1253232	1252575	un office humanitarian coordinator iraq last week reported case diarrhea tripled baghdad	child get sick drinking water united nation office humanitarian coordinator iraq last week reported case diarrhea tripled baghdad
0	1140118	1140237	billy hodge 11 engrossed harry potter series book	indeed harry potter series stand class
1	1819331	1819007	mr eddington warned yesterday future airline hand negotiator	future ba hand negotiator eddington told british broadcasting corp television sunday
1	1587317	1587467	selling symbolically writes finish chapter administration city school	selling symbolically writes finish chapter administration city school said
1	921225	921296	sia said chip sale expect rise 168 percent 1809bn next year followed 58 2005	sia forecast chip sale next year rise 168 percent 1809 billion followed 58 percent increase 1915 billion 2005
1	3022894	3023029	peterson charged two count murder death wife son	peterson 31 charged murder death 27yearold wife unborn son
1	129774	130001	u stock fell led computerrelated share networkequipment maker cisco system inc said sale unchanged quarter	u stock fell cisco system inc world biggest maker networkingequipment forecast sale unchanged quarter
1	2163103	2162889	mr dewhurst called cooling period special session could give democrat time home	mr dewhurst suggested coolingoff period could give senator time go home
1	2193036	2193004	mr weingarten said expected mr ebbers turned 62 yesterday fully exonerated trial	mr ebbers attorney reid weingarten said expects mr ebbers exonerated
1	2298330	2298202	four fund company named spitzer said theyre cooperating investigation	fund company said cooperating spitzers probe
0	1598729	1598699	artist worried plan would harm need help performer difficult time lining show	artist say plan harm french culture punish need help performer hard time lining work
0	100857	100809	infogrames decided change name atari	infogrames change name atari nasdaq open trading tomorrow
0	3270421	3270325	10 pm odette centered 295 mile southsoutheast kingston jamaica moving northeast near 8 mph	10 pm thursday odette 295 mile southsoutheast kingston jamaica 900 mile southsoutheast palm beach
1	701798	701818	amc since asked experienced fluor company u produce detailed costing project report still two week away	austmag since asked experienced u company fluor produce detailed costing project report still two week away
1	83225	83171	researcher found empty cavity scar tissue tumor	tumor detected rather empty cavity scar tissue found place
0	2843412	2843603	house already approved measure congress twice sent similar legislation president clinton vetoed	congress twice sent similar legislation former president bill clinton vetoed
1	2949057	2949004	mr bush credited dallas pastor helping inspire idea using federal dollar fund faithbased program	credited dr evans helping inspire idea federal financing faithbased program
0	2654042	2653952	attorney patricia anderson represents schindlers courtroom tugofwar soninlaw declined comment case	pat anderson lawyer representing schindlers declined comment filing
1	666485	666401	court today reversed decision court united state court appeal ninth circuit	court monday reversed decision court 9th u circuit court appeal
0	389849	389790	hightech scam artist think hijack internet think ashcroft said	hightech scam artist think hijack internet think said assistant attorney general michael chertoff criminal division
1	1814019	1813836	system typically combine institutional communitybased care financed combination state federal private dollar	system typically combine institutional community care paid combination state federal private money
1	2704921	2704886	passerby found ben hiding along dirt road spanish fork canyon 7 pm hand still taped together foot free	passerby found boy hiding along dirt road spanish fork canyon 7 pm thursday foot free hand still taped
1	3279619	3279661	company uniformly declined give specific number customer turnover saying release figure report overall company performance yearend	company however declined give specific customer turnover saying would release figure report overall company performance
0	1715931	1715779	chaudhry released 56 day later fiji military installed allindigenous government led qarase democratic election september 2001	fijian military installed allindigenous government led mr qarase democratic election september 2001
0	543292	543234	russia closed checkpoint part border china mongolia june 4 itartass news agency said	russia closed dozen checkpoint border china mongolia also reported sars case june 4 itartass news agency said
1	360875	360943	business week online edition reported friday worldcom sec could announce settlement early monday	businessweek online learned settlement could come early monday may 19
1	2190772	2190744	nonetheless opensource guru insisted attack wrong dangerous goal	attack wrong dangerous goal raymond said
0	3334590	3334546	u military dec 2 began largescale sweep dubbed operation avalanche targeting south east country taliban activity highest	since dec 2 u military engaged largescale sweep dubbed operation avalanche targeting south east country
0	2688978	2688946	britz earned 377 million salary bonus compensation kinney earned 376 million	johnston made 58 million salary bonus 2001 president parttime adviser earned 1 million 2002
1	1869077	1868927	company said competitor simply trying hinder mcis emergence bankruptcy	company said weekend competitor simply trying throw roadblock mcis emergence bankruptcy
0	3006632	3006484	result murphy sought substitute striers sister ethel celnik trustee	murphy said striers sister ethel celnik courtroom time strier
1	729170	729288	move u lot closer saying foam kind damage said hubbard member columbia accident investigation board	think move u lot closer toward saying foam kind damage hubbard said
1	2460900	2460879	writing journal geophysical research letter vincent ’ team said fresh water poured 20 mile 30 km long disraeli fjord	writing journal geophysical research letter vincents team said fresh water poured 20milelong disraeli fjord
1	753324	753250	instead ticket jersey jam went sale last night ticketmaster	ticket available ticketmaster went sale yesterday
1	98427	98654	wednesday man shot near kut tried run two marine checkpoint	wednesday marine shot attacker near town alkut tried run two marine checkpoint
1	3294368	3294400	among proposal one zimbabwe opportunity rejoin 54member body next chogm meeting two year	among proposal considered zimbabwe opportunity rejoin 54member body next commonwealth head government meeting two year
0	2564884	2565012	percentage american without health coverage rose 146 152	percentage californian without health insurance unchanged report showed
1	374633	374276	yesterday ruling great first step toward better coverage poor maine resident said done	said court ruling great first step toward better coverage poor maine resident done
1	2565183	2565368	ruling last week u district judge lee r west oklahoma city ftc lacked authority run registry triggered whirlwind activity washington	legislation came u district judge lee r west oklahoma city ruled last week ftc lacked authority run registry
0	2808363	2808393	seven people taken hospital today second derailment london underground le 48 hour	leader country ’ biggest rail union threatened industrial action today following second derailment london underground le 48 hour
1	3264637	3264648	quick conviction followed 212week trial waagner represented	quick conviction followed 2 12 week trial venango county man represented
0	1233840	1234052	idec shareholder would 505 percent stock combined company biogen shareholder remaining 495 percent	company said idec holder would 505 percent stock combined company
1	3237014	3237103	u official say hussein loyalist require hightechnology eavesdropping device gather substantial amount information activity american official	u official say operative loyal ousted saddam government require hightechnology eavesdropping device gather substantial amount information activity american official
1	3437707	3437406	milberg wei bershad hynes lerach llp said filed suit new york court monday behalf southern alaska carpenter pension fund	milberg wei bershad hynes lerach filed lawsuit seek classaction status behalf southern alaska carpenter pension fund federal court manhattan
1	2760853	2760820	figure consensus expectation august sale revised 12 percent increase previously reported 06 percent gain fueling dollar rally	august sale revised 12 percent increase previously reported 06 percent gain fuelling dollar rally
1	882187	882090	attorney roman catholic archdiocese nearly 250 alleged victim began meeting last week reach outofcourt settlement	attorney archdiocese plaintiff began meeting last week reach outofcourt settlement
1	1513826	1513799	two passenger taken john peter smith harris methodist fort worth hospital critical injury	two additional passenger taken john peter smith harris methodist hospital described critical injury
1	1375466	1376092	new law requires library school use filter lose federal financing	63 ruling reinstates law told library install filter surrender federal money
1	2713566	2713602	first animal ’ performance declined compared session joystick	first animal performance declined compared joystick session
0	2565365	2565470	public understandably losing patience unwanted phone call unwanted intrusion said white house ceremony	many good people work telemarketing industry public understandably losing patience unwanted phone call unwanted intrusion mr bush said
1	1805942	1806008	lucents stock 7 cent 37 percent 184 morning trading new york stock exchange	lucent share fell 8 cent 419 percent 183 share morning trading new york stock exchange
0	637337	637102	mcbride dismissed novells unix ownership claim desperate measure curry favor linux community	strongly disagree novells position view desperate measure curry favor linux community mcbride said
0	2304663	2304743	although longer get glory desktop pc exceeded idcs shipment expectation second quarter kay said	desktop pc shipment also exceeded idcs expectation second quarter kay said
1	3023907	3023990	clearly tragic day american said washington	clearly tragic day america defense secretary donald h rumsfeld said washington
1	1363236	1362851	editorial journal two breast cancer researcher said hormone effect breast creates doublewhammy almost unique medicine	accompanying editorial two breast cancer researcher said effect hormone breast created double whammy almost unique medicine
1	2281720	2281824	pcrelated product strongest seller microprocessor 56 percent dram 82 percent sia said	july pcrelated product strongest sector microprocessor 56 per cent dram 82 per cent june
0	2398653	2398717	last month washington post co introduced express tabloid distributed largely along transit route	last month washington post also launched free tabloid aimed younger reader called express
1	844668	844525	tense standoff battlewagon turned back	french threatened open fire battlewagon turned back
1	2965162	2965125	ten two mobile home numerous outbuilding destroyed nowsmoldering fire northwest boulder	said eight nine home destroyed nowsmoldering fire northwest boulder
0	3315915	3315684	limbaughs lawyer roy black accused palm beach state attorney office political motif investigating whether conservative radio commentator bought painkiller illegally	limbaughs attorney roy black accused state attorney office political motif investigation
1	345799	345827	top speed ethernet could hit 40g bps bit per second within next two year senior cisco system inc executive said wednesday	top speed ethernet could hit 40g bitsec within next two year senior cisco executive said wednesday
0	3020766	3020743	many victim sunday attack headed iraq rr emergency leave	many victim headed home rr emergency leave killed
0	3416795	3416666	also wrote state right execute search warrant store	said told state police execute search warrant stop encountered resistance
1	1551941	1551886	three vigilantestyle attack forced hacker organizer identified eleonora67 extend contest 6 pm edt sunday	three vigilantestyle attack forced hacker organizer identified eleonora67 extend contest 3 pm arizona time sunday
1	162632	162653	one five building baghdad compound united nation development program escaped burned un said web site	one five building compound baghdad run un development program escaped burned un said web site
1	2359498	2359373	intel corporation lower dividend yield	intel corp 03 percent yield lower
0	176016	175686	share ahold rose 12 cent 23 percent 535 euro amsterdam	aholds u share rose 52 cent 9 percent 630
0	1260657	1260284	michelle wie chip sunday 1up victory virada nirapathpongporn 27th u woman amateur public link championship	first trophy victory u woman amateur public link sunday
1	1970412	1970729	powell rendition third conversation made incriminating saying officer ordered area cleared	powell version made seem sinister said officer tape ordered area cleared
0	452901	452846	broader standard poor 500 index spx gained 3 point 039 percent 924	technologylaced nasdaq composite index ixic rose 6 point 041 percent 1498
0	488383	488290	euro soared us11914 asian trading slipping back slightly us11895 trading opened europe	euro soared 11914 asian trading slipping back 11884 late european trading 11857 late monday
1	2193364	2193349	pbls channel nine billed australia popular commercial station recently recorded 26 consecutive week top rating	channel nine billed popular commercial station recently recording 26 consecutive week top rating
1	2383571	2383561	nasdaq composite index rose 1582 09 percent 186152	technologylaced nasdaq composite index ixic 1748 point 095 percent 186318
1	2059075	2059189	appears machine cracked using ptrace exploit local user immediately exploit posted bugtraq	appears machine cracked using ptrace exploit local user immediately exploit posted added
1	71430	71501	money taken 4 march 18 hour u launched first air strike newspaper said	seizure took place 4 march 18 hour first american air assault
1	2479142	2479120	company always made continues make exceptional customer service customer satisfaction top priority statement said	company always made continues make exceptional customer service customer satisfaction top priority business practice aol added
1	2062463	2062539	nvidia share lost 58 cent u 346 per cent 1620 yesterday nasdaq stock market	nvidias stock fell 65 cent almost 4 percent 1613 nasdaq
0	2740505	2740326	yang would dine shredded pork garlic kung pao chicken washed chinese tea state medium said	yang dine specially designed packet shredded pork garlic eight treasure rice washed chinese tea state medium said
1	1128884	1128865	share salix rocketed 64 percent since axcan made first offer april 10	since initial takeover offer salix share risen 35 percent
0	1262752	1262792	cullen replacing former chief privacy officer richard purcell left earlier year	job vacant since richard purcell left earlier year
0	3313770	3313492	singapore reported suspected sars case wednesday official quarantined 70 people contact taiwanese patient	still singapore quarantined 70 people close contact scientist
0	381114	381167	agency warn insulation sift crack ceiling around light fixture around ceiling fan	insulation sift crack ceiling around light fixture around ceiling fan crack sealed recommend
0	1313226	1312848	mallard friend clete jackson cousin herbert tyrone cleveland pleaded guilty last year dumping biggs body	night jackson cousin herbert tyrone cleveland went mallard house
1	1365816	1365635	oh never fun 4 especially youve 1	never fun 4 especially youve 1 said williams
1	313831	313291	consisted eight black two guyanese two white	new jury consisted eight black two white two juror guyanese descent
0	131787	132098	nelson claim drunk beer rosenbaum jewish	two witness say nelson confessed killing rosenbaum claimed drunk beer
1	2170932	2170835	1990s board found budget cut tradeoff ate away shuttle program safety margin	1990s board found budget cut tradeoff etched away shuttle program thin margin safety
1	608034	607825	bluechip dow jones industrial average dji jumped 118 point 136 percent 8829	morning trading dow jones industrial average 12151 14 percent 883269
1	2581167	2581252	5000 member already pledged relocate selected state free state project organizer say	project already 5000 member committed relocating free state
0	2186975	2186979	hong kong 24 patient quarantined wednesday seven public hospital worker developed flulike symptom	seven health care worker public hospital fell ill flulike symptom
0	1054682	1054537	late afternoon dow jones industrial average 1281 01 percent 933177 gained 201 point monday highest level since july 2002	morning trading dow jones industrial average 876 01 percent 931020 gained 201 point monday
